計畫名稱,鑽孔編號,TWD97_X,TWD97_Y,鑽孔地表高程,water_depth(m),試驗編號,試驗中文名稱,試驗英文名稱,取樣編號,N_value,統一土壤分類,上限深度(公尺),下限深度(公尺),含水量(岩石)(%),岩心長度(cm),岩心直徑(cm),單軸壓縮強度(kg/cm2),含水量(%),液性限度(%),塑性指數(%),比重,礫石(%),砂(%),粉土(%),黏土(%),統體單位重(t/m3),空隙比,AASHTO分類,塑性限度(%),細料(%),單位重(t/m3),比重(岩石),縮性指數(%),乾單位重(t/m3),D10(mm),D30(mm),D60(mm),D50(mm),尖峰凝聚力(kg/cm2),尖峰內摩擦角(度),不擾動試體無圍壓縮強度(kg/cm2),不擾動試體破壞應變(%),不擾動試體初始含水量(%),不擾動試體初始單位重(t/m3),統體密度(t/m3),破壞應變(%),殘餘凝聚力(kg/cm2),殘餘內摩擦角(度),消散指數1(%),消散指數2(%),凝聚力(kg/cm2),內摩擦角(度),壓縮指數(Cc),有效凝聚力(kg/cm2),有效內摩擦角(度),回脹應變量(%),試體初始含水量(%),試體初始單位重(t/m3),再壓指數(Cr),預壓密壓力(kg/cm2),試體最終含水量(%),試體初始空隙比,試體最終空隙比,試體初始飽和度(%),試體最終飽和度(%),初始含水量(%),初始單位重(t/m3),彈性模數(kg/cm2),乾密度(t/m3),孔隙率(岩石)(%),破壞載重(kg),點載重強度指數(kg/cm2),點載重強度指數(50mm)(kg/cm2),有效尖峰凝聚力(kg/cm2),有效尖峰內摩擦角(度),不擾動試體最終含水量(%),重模試體無圍壓縮強度(kg/cm2),重模試體破壞應變(%),重模試體初始含水量(%),重模試體最終含水量(%),靈敏度,有機物(%),硫酸鹽含量(ppm),亞硫酸鹽含量(ppm),pH 值,氯化物含量(ppm)
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-151,184142.1795,2514041.723,21.96,1.5,S-6,,,S-6,4,CL,10.05,10.5,,,,,33.8,35.1,15.6,2.69,0,10,51,39,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-151,184142.1795,2514041.723,21.96,1.5,S-8,,,S-8,13,SP-SM,13.05,13.5,,,,,21.7,,,2.68,0,89,11,0,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-151,184142.1795,2514041.723,21.96,1.5,S-10,,,S-10,12,SM,16.05,16.5,,,,,25.4,,,2.72,0,81,16,3,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-151,184142.1795,2514041.723,21.96,1.5,S-13,,,S-13,16,ML,20.55,21,,,,,25.9,,,2.68,0,24,71,5,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-151,184142.1795,2514041.723,21.96,1.5,S-14,,,S-14,10,CL,21.85,22.25,,,,,9.6,20.8,7.1,2.68,0,23,47,30,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-151,184142.1795,2514041.723,21.96,1.5,RUC54,,UNIAXIAL COMPRESSION TEST,R-1,,,22.29,22.39,9.2,,,10.33,,,,,,,,,,,,,,2.35,,,,,,,,,,,,,,,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-152,184112.1797,2513819.724,21.29,2.4,S-1,,,S-1,9,CL,1.05,1.5,,,,,22.5,41.4,18.5,2.66,0,2,65,33,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-152,184112.1797,2513819.724,21.29,2.4,S-2,,,S-2,4,SM,2.55,3,,,,,24.9,,,2.66,0,63,32,5,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-152,184112.1797,2513819.724,21.29,2.4,S-4,,,S-4,4,CL,7.75,8.2,,,,,31.4,35.4,14.8,2.68,0,2,46,52,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-152,184112.1797,2513819.724,21.29,2.4,S-6,,,S-6,4,CL,10.05,10.5,,,,,29.2,40.8,22,2.7,0,3,75,22,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-152,184112.1797,2513819.724,21.29,2.4,S-8,,,S-8,10,SM,13.05,13.5,,,,,23.2,,,2.68,0,85,13,2,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-152,184112.1797,2513819.724,21.29,2.4,S-11,,,S-11,13,ML,17.55,18,,,,,24.8,,,2.67,0,17,76,7,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-152,184112.1797,2513819.724,21.29,2.4,S-12,,,S-12,>50,CL,20.55,20.92,,,,,11,24.2,7.9,2.66,0,15,55,27,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-152,184112.1797,2513819.724,21.29,2.4,RUC55,,UNIAXIAL COMPRESSION TEST,R-1,,,22.04,22.14,8.9,,,4.66,,,,,,,,,,,,,,2.38,,,,,,,,,,,,,,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-152,184112.1797,2513819.724,21.29,2.4,RUC56,,UNIAXIAL COMPRESSION TEST,R-4,,,25.34,25.44,11.6,,,0.42,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-153,184155.1796,2513526.725,22.24,,S-1,,,S-1,8,CH,1.05,1.5,,,,,22.8,58.8,32.9,2.68,0,3,40,57,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-153,184155.1796,2513526.725,22.24,,S-3,,,S-3,3,SM,4.25,4.7,,,,,29.4,,,2.66,0,63,35,2,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-153,184155.1796,2513526.725,22.24,,S-4,,,S-4,3,CL,5.55,6,,,,,36.6,43.4,20.6,2.66,0,3,53,44,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-153,184155.1796,2513526.725,22.24,,T-1,,,T-1,,CL,6.5,7.25,,,,,37.8,38.7,17.1,2.74,0,1,53,46,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-153,184155.1796,2513526.725,22.24,,T-2,,,T-2,,CL,7.25,8,,,,,34.2,34.3,15.5,2.73,0,2,65,33,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-153,184155.1796,2513526.725,22.24,,T-4,,,T-4,,CL,9.65,10.4,,,,,28.5,30.3,13.1,2.73,0,23,59,18,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-153,184155.1796,2513526.725,22.24,,S-6,,,S-6,7,CL,10.5,10.95,,,,,28.1,28.7,8,2.7,0,14,69,17,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-153,184155.1796,2513526.725,22.24,,T-5,,,T-5,,CL,11.5,12.25,,,,,35.1,33.5,13.4,2.75,0,12,53,35,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-153,184155.1796,2513526.725,22.24,,S-7,,,S-7,6,CL,12.25,12.7,,,,,22.4,25,9.7,2.74,0,61,25,14,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-153,184155.1796,2513526.725,22.24,,T-6,,,T-6,,SP-SM,16,16.75,,,,,28.6,,,2.74,0,91,8,1,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-153,184155.1796,2513526.725,22.24,,S-11,,,S-11,8,ML,18.05,18.5,,,,,36,,,2.74,0,24,72,4,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-153,184155.1796,2513526.725,22.24,,S-12,,,S-12,>50,CL,19.55,19.9,,,,,10,23.7,7.9,2.72,0,12,63,25,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-153,184155.1796,2513526.725,22.24,,RUC57,,UNIAXIAL COMPRESSION TEST,R-1,,,20.21,20.31,11.1,,,2.66,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-154,184094.18,2513052.727,23.93,2.17,S-1,,,S-1,4,SM,1.05,1.5,,,,,15.3,,,2.65,3,62,27,8,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-154,184094.18,2513052.727,23.93,2.17,S-2,,,S-2,5,CL,3.55,4,,,,,28.6,39,17.6,2.65,0,2,40,58,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-154,184094.18,2513052.727,23.93,2.17,S-3,,,S-3,3,SM,5.05,5.5,,,,,26,,,2.68,0,64,29,7,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-154,184094.18,2513052.727,23.93,2.17,S-6,,,S-6,5,CL,9.55,10,,,,,33.5,45.8,23.6,2.74,0,1,53,46,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-154,184094.18,2513052.727,23.93,2.17,S-8,,,S-8,5,MH,12.55,13,,,,,49.8,51.9,19.7,2.59,0,21,50,29,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-154,184094.18,2513052.727,23.93,2.17,S-10,,,S-10,8,SM,15.55,16,,,,,21.1,,,2.67,0,63,21,16,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-154,184094.18,2513052.727,23.93,2.17,S-12,,,S-12,23,SM,18.55,19,,,,,32.8,,,2.65,0,83,16,1,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-154,184094.18,2513052.727,23.93,2.17,S-13,,,S-13,>50,CL-ML,20.05,20.41,,,,,10.6,21.7,4.5,2.67,0,25,53,22,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-154,184094.18,2513052.727,23.93,2.17,RUC58,,UNIAXIAL COMPRESSION TEST,R-1,,,20.73,20.82,12,,,1.61,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高速鐵路台南--高雄段補充地質調查,0097274283078_BH-154,184094.18,2513052.727,23.93,2.17,RUC59,,UNIAXIAL COMPRESSION TEST,R-4,,,25.04,25.14,10.8,,,1.69,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-04-01,187320.1644,2517947.706,48.52,3.1,S-1,,,S-1,21,,0.55,1,,,,,14.2,28.1,20.4,2.75,0,18,,,,0.45,,,82,,,,,,,,,,,,,,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-04-01,187320.1644,2517947.706,48.52,3.1,S-2,,,S-2,13,,1,1.45,,,,,10.5,25.5,4.7,2.67,0,24.2,,,,0.61,,,75.8,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-04-01,187320.1644,2517947.706,48.52,3.1,S-3,,,S-3,22,,2.45,2.9,,,,,68,28.4,10.3,2.71,0,4.8,,,,1.84,,,95.2,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-04-01,187320.1644,2517947.706,48.52,3.1,UC-39,單軸壓縮強度試驗,UNCONFINED COMPRESSION TEST,R-1,,,6,7,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-04-01,187320.1644,2517947.706,48.52,3.1,S-4,,,S-4,>100,,12,12.27,,,,,13.7,21.7,7.4,2.7,0,19.2,,,,0.39,,,80,,,,,,,,,,,,,,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-04-01,187320.1644,2517947.706,48.52,3.1,S-5,,,S-5,>100,,25,25.07,,,,,13.5,21.9,8,2.71,0,19,,,,0.4,,,81,,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-05-01,186741.1669,2517815.707,35.52,5.6,S-1,,,S-1,66,,0.9,1.35,,,,,9.5,30.2,13.7,2.78,0,4.2,,,,0.4,,,95.8,,,,,0.01,,0.01,,,,,,,,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-05-01,186741.1669,2517815.707,35.52,5.6,S-3,,,S-3,>100,,3.6,3.66,,,,,7.8,25.6,9.4,2.76,,,,,,0.35,,,,,,,,,,,,,,,,,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-05-01,186741.1669,2517815.707,35.52,5.6,DS-38,直接剪力強度試驗,DIRECT SHEAR TEST,R-1,,,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,27,,,,,,,0.25,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-05-01,186741.1669,2517815.707,35.52,5.6,S-2,,,S-2,>100,,30,30.1,,,,,11,28,11.8,2.79,0,5.5,,,,0.43,,,94.5,,,,,0.04,,0.04,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-07-16,184765.1759,2516818.711,30.84,3.5,S-1,,,S-1,,CL-ML,1.55,2,,,,,18.3,22.1,4.5,2.73,0,29.6,,,,0.64,,,70.4,,,,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-07-16,184765.1759,2516818.711,30.84,3.5,S-2,,,S-2,2,ML,3.55,4,,,,,19.7,,,2.71,0,44.2,,,,0.57,,,55.8,,,,,0.01,,0.08,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-07-16,184765.1759,2516818.711,30.84,3.5,DS-9,直接剪力強度試驗,DIRECT SHEAR TEST,T-1,,,4.8,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,0,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-07-16,184765.1759,2516818.711,30.84,3.5,T-1,,,T-1,,ML/SM,4.8,5.6,,,,,27.8,,,2.7,0,149.2,,,,0.76,,,50.8,,,,,0.02,,0.08,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-07-16,184765.1759,2516818.711,30.84,3.5,S-3,,,S-3,4,SM,5.6,6.05,,,,,21.8,,,2.7,0,65.6,,,,0.59,,,34.4,,,,,0.3,,0.1,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-07-16,184765.1759,2516818.711,30.84,3.5,S-4,,,S-4,5,SM,7.55,8,,,,,23.6,,,2.71,0,72.6,,,,0.64,,,27.4,,,,,0.02,,0.12,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-07-16,184765.1759,2516818.711,30.84,3.5,T-2,,,T-2,,CL-ML,8.5,9.3,,,,,21.9,20.8,5.3,2.69,0,32.4,,,,0.61,,,67.6,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-07-16,184765.1759,2516818.711,30.84,3.5,UC-5,單軸壓縮強度試驗,UNCONFINED COMPRESSION TEST,T-2,,,8.5,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-07-16,184765.1759,2516818.711,30.84,3.5,S-5,,,S-5,5,CL-ML,9.3,9.74,,,,,20.7,21.9,5.4,2.71,0,34,,,,0.58,,,66,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-07-16,184765.1759,2516818.711,30.84,3.5,S-6,,,S-6,37,ML,11.55,12,,,,,21.2,,,2.73,0,23.6,,,,0.59,,,76.4,,,,,0.01,,0.06,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-07-16,184765.1759,2516818.711,30.84,3.5,S-7,,,S-7,70,,12.05,12.35,,,,,18.5,,,2.72,0,49.4,,,,0.53,,,50.6,,,,,0.01,,0.08,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-07-16,184765.1759,2516818.711,30.84,3.5,R-1,岩石消散試驗,Slake Durability Index,R-1,,,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-07-16,184765.1759,2516818.711,30.84,3.5,S-8,,,S-8,>100,,30,30.05,,,,,2.8,3.6,,2.1,20,80,,,,24.2,,,24,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-08-11,184603.1768,2516293.713,27.51,3.4,S-1,,,S-1,8,CL,1.55,2,,,,,20.7,30.7,12.7,2.73,0,7.4,,,,0.64,,,92.6,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-08-11,184603.1768,2516293.713,27.51,3.4,S-2,,,S-2,3,ML,3.55,4,,,,,26.9,27.8,5.3,2.74,0,4.8,,,,0.76,,,95.2,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-08-11,184603.1768,2516293.713,27.51,3.4,S-3,,,S-3,5,CL,5.55,6,,,,,33.9,40.3,18.1,2.79,0,0.2,,,,0.97,,,99.8,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-08-11,184603.1768,2516293.713,27.51,3.4,T-1-1,,,T-1-1,,CL/ML,6.8,7,,,,,39.2,32,9.2,2.71,0,1.8,,,,1.07,,,98.2,,,,,,,,,,,,,,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-08-11,184603.1768,2516293.713,27.51,3.4,T-1-2,,,T-1-2,,ML,7,7.55,,,,,27.5,,,2.71,0,15.6,,,,0.75,,,84.4,,,,,0.01,,0.04,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-08-11,184603.1768,2516293.713,27.51,3.4,UC-6,單軸壓縮強度試驗,UNCONFINED COMPRESSION TEST,T-1-2,,,7,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-08-11,184603.1768,2516293.713,27.51,3.4,S-4,,,S-4,11,SM/ML,7.55,8,,,,,21.2,,,2.7,0,54,,,,0.6,,,46,,,,,0.01,,0.09,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-08-11,184603.1768,2516293.713,27.51,3.4,S-5,,,S-5,12,SM,9.55,10,,,,,20.1,,,2.7,0,84.6,,,,0.58,,,15.4,,,,,0.04,,0.2,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-08-11,184603.1768,2516293.713,27.51,3.4,T-2-1,,,T-2-1,,ML,11.3,11.4,,,,,11.3,,,2.69,20.8,5.5,,,,0.46,,,73.7,,,,,0.04,,0.06,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-08-11,184603.1768,2516293.713,27.51,3.4,T-2-2,,,T-2-2,,ML,11.4,12.1,,,,,21.7,26.1,1.2,2.74,0,26.2,,,,0.6,,,73.8,,,,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-08-11,184603.1768,2516293.713,27.51,3.4,UC-7,單軸壓縮強度試驗,UNCONFINED COMPRESSION TEST,T-2-2,,,11.4,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-08-11,184603.1768,2516293.713,27.51,3.4,S-6,,,S-6,17,SM,12.1,12.55,,,,,23.3,,,2.68,0,70.8,,,,0.64,,,29.2,,,,,0.02,,0.1,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-08-11,184603.1768,2516293.713,27.51,3.4,T-3-1,,,T-3-1,,CL,12.6,13.1,,,,,32.4,47,20.8,2.72,0,5,,,,0.95,,,95,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-08-11,184603.1768,2516293.713,27.51,3.4,UC-8,單軸壓縮強度試驗,UNCONFINED COMPRESSION TEST,T-3-1,,,12.6,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-08-11,184603.1768,2516293.713,27.51,3.4,T-3-2,,,T-3-2,,ML,13.1,13.4,,,,,36.8,,,2.77,0,4.4,,,,1.01,,,95.6,,,,,0.01,,0.05,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-08-11,184603.1768,2516293.713,27.51,3.4,S-7,,,S-7,7,CL,13.4,13.85,,,,,22.8,23.5,8.3,2.7,0,36.2,,,,0.66,,,63.8,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線初步設計地質調查,0105338335602_BK-08-11,184603.1768,2516293.713,27.51,3.4,T-4,,,T-4,,SM,14,14.8,,,,,20.9,,,2.68,0,56.2,,,,0.62,,,43.8,,,,,0.01,,0.09,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
